,time,cost,num_lambdas,aggregate_duration,min_duration,max_duration,avg_duration
0,4.918830156,5.91E-05,32,14.06214166,0.201398849,1.01343894,0.439441927
1,3.158379793,5.78E-05,32,13.76207757,0.044295311,0.964576483,0.430064924
2,3.339268208,5.37E-05,32,12.78623676,0.040501595,0.976418734,0.399569899
3,3.276635647,5.40E-05,32,12.85534978,0.176886082,0.896593094,0.401729681
4,2.724261522,5.52E-05,32,13.14658141,0.039020538,1.155288219,0.410830669
