,time,cost,num_lambdas,aggregate_duration,min_duration,max_duration,avg_duration
0,1.74073212472229,8.62451765537262e-10,64,12.320739507675171,0.011722803115844727,0.7505350112915039,0.19251155480742455
1,1.7824008464813232,7.945722246170045e-10,64,11.35103178024292,0.013991594314575195,0.7665951251983643,0.17735987156629562
2,1.6835551261901855,7.663557076454163e-10,64,10.947938680648804,0.006339073181152344,0.8685052394866943,0.17106154188513756
3,2.3925795555114746,7.618793869018555e-10,64,10.883991241455078,0.0041387081146240234,0.7493886947631836,0.1700623631477356
4,1.74239182472229,7.689910984039307e-10,64,10.985587120056152,0.02257680892944336,0.7335169315338135,0.17164979875087738
5,1.6843786239624023,7.615610718727113e-10,64,10.879443883895874,0.0059053897857666016,0.7136473655700684,0.16999131068587303
6,1.703383207321167,7.239585089683534e-10,64,10.342264413833618,0.006329774856567383,0.7481412887573242,0.16159788146615028
7,1.6833784580230713,7.925579094886781e-10,64,11.322255849838257,0.008546590805053711,0.7432622909545898,0.17691024765372276
8,1.585162878036499,7.37830104827881e-10,64,10.540430068969727,0.02376723289489746,0.732377290725708,0.16469421982765198
9,1.9000179767608643,7.764173197746278e-10,64,11.091675996780396,0.01192784309387207,0.7264142036437988,0.17330743744969368
10,1.7135975360870361,7.392174863815308e-10,64,10.56024980545044,0.02265477180480957,0.6926138401031494,0.16500390321016312
11,1.8017730712890625,7.474941277503968e-10,64,10.678487539291382,0.014758825302124023,0.7581603527069092,0.16685136780142784
12,1.703566074371338,7.496767044067384e-10,64,10.709667205810547,0.026183605194091797,0.735393762588501,0.1673385500907898
13,1.5753536224365234,7.28934156894684e-10,64,10.413345098495483,0.011851072311401367,0.7103862762451172,0.16270851716399193
14,1.7819774150848389,7.520613884925843e-10,64,10.743734121322632,0.00923776626586914,0.7595410346984863,0.16787084564566612
15,1.7138721942901611,7.710914301872254e-10,64,11.015591859817505,0.007089853286743164,0.7203538417816162,0.1721186228096485
16,1.6443700790405273,7.365411233901977e-10,64,10.522016048431396,0.022058725357055664,0.7223553657531738,0.16440650075674057
17,1.7233874797821045,7.365840482711793e-10,64,10.522629261016846,0.011586427688598633,0.7174456119537354,0.16441608220338821
18,1.604360580444336,7.642974662780763e-10,64,10.918535232543945,0.005747795104980469,0.7950358390808105,0.17060211300849915
19,1.6833791732788086,7.316563320159913e-10,64,10.45223331451416,0.012005090713500977,0.7246365547180176,0.16331614553928375
