,time,cost,num_lambdas,aggregate_duration,min_duration,max_duration,avg_duration
0,4.114927053451538,1.745957273960114e-08,1597,249.42246770858765,0.0029213428497314453,1.515256404876709,0.15618188334914693
1,3.4957873821258545,1.699463678121567e-08,1597,242.7805254459381,0.0037412643432617188,1.878110408782959,0.15202287128737516
2,2.1564860343933105,1.4824956815242768e-08,1597,211.78509736061096,0.0033288002014160156,1.5967662334442139,0.1326143377336324
3,2.0484611988067627,1.4391598582267762e-08,1597,205.59426546096802,0.0036475658416748047,1.5493011474609375,0.1287377992867677
4,2.0184547901153564,1.4368550908565522e-08,1597,205.26501297950745,0.002500295639038086,1.5778005123138428,0.12853162991828895
5,2.146587371826172,1.450027655363083e-08,1597,207.14680790901184,0.0027189254760742188,1.663536787033081,0.12970996112023284
6,2.0184555053710938,1.4509055809974672e-08,1597,207.272225856781,0.0034880638122558594,1.507880449295044,0.12978849458784034
7,2.077467679977417,1.4321123654842377e-08,1597,204.58748078346252,0.0032792091369628906,1.930967092514038,0.12810737682120382
8,1.9494390487670898,1.4303686439990998e-08,1597,204.3383777141571,0.002999544143676758,1.4590003490447998,0.12795139493685478
9,2.6575992107391357,1.4659093973636628e-08,1597,209.41562819480896,0.0028090476989746094,1.5082948207855225,0.1311306375671941
10,2.560576915740967,1.4720277767181399e-08,1597,210.28968238830566,0.0038568973541259766,1.4473419189453125,0.13167794764452453
11,1.9694433212280273,1.4316885006427767e-08,1597,204.52692866325378,0.0031728744506835938,1.5451107025146484,0.12806946065325847
12,1.9694437980651855,1.4331580586433412e-08,1597,204.7368655204773,0.0032231807708740234,1.5783236026763916,0.1282009176709313
13,2.3235228061676025,1.4378867149353028e-08,1597,205.4123878479004,0.002660989761352539,1.792435646057129,0.12862391224038847
14,1.9794459342956543,1.4403072676658632e-08,1597,205.7581810951233,0.003161907196044922,1.55055570602417,0.1288404390075913
15,2.580583333969116,1.4481986732482912e-08,1597,206.88552474975586,0.0031948089599609375,1.552565097808838,0.12954635237930862
16,1.9684431552886963,1.4272504451274874e-08,1597,203.89292073249817,0.00292205810546875,1.5085475444793701,0.12767246132279159
17,2.1464829444885254,1.4242354862689974e-08,1597,203.46221232414246,0.0034284591674804688,1.6078004837036133,0.12740276288299465
18,2.165487289428711,1.426646415948868e-08,1597,203.80663084983826,0.003979921340942383,1.4485104084014893,0.12761842883521493
19,2.0484619140625,1.4381231338977815e-08,1597,205.44616198539734,0.0028390884399414062,1.5141119956970215,0.1286450607297416
