,time,cost,num_lambdas,aggregate_duration,min_duration,max_duration,avg_duration
0,9.964597940444946,1.4724084915399554e-07,10946,2103.440702199936,0.0026121139526367188,2.133699893951416,0.19216523864424775
1,5.591527700424194,1.6187098361968994e-07,10946,2312.4426231384277,0.0035810470581054688,2.0935845375061035,0.21125914700698226
2,3.5347957611083984,1.4376681263208388e-07,10946,2053.81160902977,0.003425121307373047,1.9547231197357178,0.18763124511508952
3,3.751018762588501,1.4325719679594042e-07,10946,2046.5313827991486,0.003273487091064453,1.907212495803833,0.18696614131181696
4,3.6688265800476074,1.401794643712044e-07,10946,2002.563776731491,0.0030639171600341797,2.1096205711364746,0.18294936750698804
5,3.4067673683166504,1.4702160057783127e-07,10946,2100.308579683304,0.002926349639892578,1.8752319812774658,0.19187909553108934
6,3.1807169914245605,1.4437218479871752e-07,10946,2062.4597828388214,0.0033423900604248047,1.9531364440917969,0.18842132128986128
7,3.6068124771118164,1.4334728515625002e-07,10946,2047.818359375,0.003518819808959961,1.9172706604003906,0.18708371636899324
8,2.9716694355010986,1.3137664597272875e-07,10946,1876.809228181839,0.0029904842376708984,1.9464218616485596,0.1714607370895157
9,3.3857626914978027,1.3624815553426746e-07,10697,1946.402221918106,0.0028841495513916016,1.8783464431762695,0.1819577659080215
10,3.7218382358551025,1.253717895770073e-07,11098,1791.0255653858185,0.0028243064880371094,2.0007379055023193,0.1613827325090844
11,9.79720687866211,1.2881548935651781e-07,10944,1840.2212765216827,0.003338336944580078,3.2401623725891113,0.16814887395117714
12,10.407343864440918,1.1721867643594742e-07,10948,1674.5525205135345,0.0026586055755615234,2.0941126346588135,0.15295510782915003
13,6.39043927192688,1.4220334729194643e-07,10946,2031.4763898849487,0.00411534309387207,1.9647622108459473,0.18559075368947092
14,3.366758346557617,1.4803445079565048e-07,10946,2114.7778685092926,0.003416299819946289,2.005418062210083,0.19320097464912228
15,3.5838072299957275,1.4214228260993958e-07,10946,2030.604037284851,0.0032148361206054688,1.9383385181427002,0.18551105767265222
16,3.563802480697632,1.4661709534168245e-07,10946,2094.529933452606,0.0037872791290283203,1.8595969676971436,0.19135117243309027
17,3.9778964519500732,1.4209490161895753e-07,10946,2029.9271659851074,0.00362396240234375,2.030958414077759,0.18544922035310685
18,4.374985456466675,1.4638283786058427e-07,10946,2091.1833980083466,0.003674030303955078,1.968299150466919,0.19104544107512758
19,3.3077449798583984,1.5239070961236954e-07,10946,2177.010137319565,0.003715038299560547,1.9256794452667236,0.19888636372369495
