,aggregate_duration,avg_duration,cost,max_duration,min_duration,num_lambdas,problem_size,time,trial
0,43.10794687271118,0.026993078818228666,3.0175562810897828e-09,0.15040230751037598,0.010592460632324219,1597,16,8.670955896377563,0
1,43.98014974594116,0.02753922964680098,3.0786104822158813e-09,0.16345477104187012,0.010721921920776367,1597,16,8.778819799423218,1
2,44.323864459991455,0.027754454890414185,3.1026705121994025e-09,0.18232941627502441,0.010641336441040039,1597,16,8.935160875320435,2
3,44.71140766143799,0.027997124396642446,3.129798536300659e-09,0.2084038257598877,0.010417699813842773,1597,16,8.881527185440063,3
4,43.96697735786438,0.027530981438863105,3.077688415050507e-09,0.15150094032287598,0.010803461074829102,1597,16,8.685561418533325,4
5,44.58433771133423,0.02791755648799889,3.1209036397933963e-09,0.1996631622314453,0.010695695877075195,1597,16,8.745807886123657,5
6,43.37880277633667,0.027162681763517015,3.036516194343567e-09,0.15745949745178223,0.010747671127319336,1597,16,9.08594274520874,6
7,43.86838102340698,0.027469242970198485,3.070786671638489e-09,0.16689682006835938,0.011078834533691406,1597,16,8.429917335510254,7
8,42.32528853416443,0.026502998455957688,2.9627701973915105e-09,0.15808486938476562,0.010780811309814453,1597,16,8.480772495269775,8
9,42.129196882247925,0.02638021094693045,2.9490437817573554e-09,0.15468859672546387,0.010517597198486328,1597,16,8.43689751625061,9
10,42.008440256118774,0.026304596278095664,2.9405908179283146e-09,0.2776622772216797,0.01099395751953125,1597,16,8.889952182769775,10
11,42.46231770515442,0.026588802570541276,2.9723622393608093e-09,0.16086959838867188,0.01076817512512207,1597,16,8.472223997116089,11
12,43.11980414390564,0.0270005035340674,3.018386290073395e-09,0.20281100273132324,0.010752201080322266,1597,16,8.722365140914917,12
13,43.08809304237366,0.0269806468643542,3.0161665129661563e-09,0.16625118255615234,0.010939598083496094,1597,16,8.73854660987854,13
14,43.29227900505066,0.027108502820945936,3.030459530353546e-09,0.30086374282836914,0.010741472244262695,1597,16,8.512136220932007,14
15,42.658324003219604,0.0267115366331995,2.986082680225373e-09,0.16107869148254395,0.01061391830444336,1597,16,8.573158740997314,15
16,42.531938791275024,0.02663239748984034,2.9772357153892517e-09,0.15854763984680176,0.010869979858398438,1597,16,9.039185047149658,16
17,42.688241481781006,0.0267302701827057,2.988176903724671e-09,0.17544078826904297,0.010452985763549805,1597,16,8.660854578018188,17
18,44.30497097969055,0.027742624282836914,3.1013479685783393e-09,0.1347951889038086,0.010909795761108398,1597,16,8.599040985107422,18
19,44.42753839492798,0.027819372820869118,3.1099276876449586e-09,0.1804332733154297,0.010843276977539062,1597,16,23.832781314849854,19
